시도교육청,지역교육청,지역,"정보공시 
학교코드",학교명,학교급코드,설립구분,제외여부,제외사유,"주 출입구 
접근로 
설치여부","장애인 전용 주차구역 
지정여부","주출입구 
높이차이 
제거여부","출입구(문) 
설치유무",복도,"계단/승강기/
경사로/
휠체어리프트 유무","장애인용 대변기 
설치여부","장애인용 소변기 
설치여부"," 점자블록 
설치여부"," 유도 및 안내설비 
설치여부"," 경보 및 피난설비 
설치여부"
서울특별시교육청,교육부,서울특별시 서초구,S000003511,서울교육대학교부설초등학교,2,국립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치
서울특별시교육청,교육부,서울특별시 종로구,S000003563,서울대학교사범대학부설초등학교,2,국립,N,,단순설치,단순설치,단순설치,단순설치,단순설치,미설치,적정설치,미설치,미설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000737,서울개원초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000738,서울개일초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000739,서울개포초등학교,2,공립,N,,단순설치,적정설치,미설치,단순설치,단순설치,미설치,적정설치,적정설치,단순설치,미설치,단순설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000741,서울구룡초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000742,서울논현초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000743,서울대곡초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000744,서울대도초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000745,서울대모초등학교,2,공립,N,,단순설치,적정설치,미설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,적정설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000746,서울대왕초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000747,서울대진초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000748,서울대청초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000749,서울대치초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000750,서울대현초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000751,서울도곡초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000752,서울도성초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000753,서울반원초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000754,서울반포초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000755,서울방배초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000756,서울방일초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000757,서울방현초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000758,서울봉은초등학교,2,공립,N,,단순설치,단순설치,미설치,미설치,미설치,미설치,적정설치,적정설치,단순설치,단순설치,단순설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000759,서울삼릉초등학교,2,공립,N,,적정설치,적정설치,미설치,단순설치,단순설치,미설치,단순설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000760,서울서래초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000761,서울서원초등학교,2,공립,N,,적정설치,단순설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000762,서울서이초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000763,서울서일초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000764,서울서초초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000765,서울수서초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000766,서울신구초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000767,서울신동초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000768,서울신중초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000769,서울압구정초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000770,서울양재초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000771,서울양전초등학교,2,공립,N,,단순설치,적정설치,단순설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,미설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000772,서울언남초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000773,서울언북초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000774,서울언주초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000775,서울역삼초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000776,서울영희초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000777,서울왕북초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000778,서울우암초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000779,서울원명초등학교,2,공립,N,,단순설치,단순설치,단순설치,단순설치,단순설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000780,서울원촌초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000781,서울이수초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000782,서울일원초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,S010000783,서울잠원초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000784,서울청담초등학교,2,공립,N,,단순설치,단순설치,단순설치,단순설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000785,서울포이초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,S010000786,서울학동초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,미설치,미설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000897,서울가동초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000899,서울가원초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000900,서울가주초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,적정설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000902,서울강동초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000903,서울강일초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000904,서울거여초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000905,서울거원초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000906,서울고덕초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000907,서울고명초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000908,서울고일초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,미설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000909,서울길동초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000910,서울남천초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000911,서울대명초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000912,서울둔촌초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000913,서울마천초등학교,2,공립,N,,단순설치,단순설치,적정설치,단순설치,미설치,단순설치,적정설치,적정설치,미설치,미설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000914,서울명덕초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000915,서울명원초등학교,2,공립,N,,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,적정설치,미설치,단순설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000916,서울명일초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,단순설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000917,서울묘곡초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000918,서울문덕초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000919,서울문정초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000920,서울방산초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000921,서울방이초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000922,서울삼전초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000923,서울상일초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,미설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000924,서울석촌초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000925,서울선린초등학교,2,공립,N,,적정설치,적정설치,미설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000926,서울선사초등학교,2,공립,N,,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,단순설치,단순설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000927,서울성내초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000928,서울성일초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000929,서울세륜초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000930,서울송전초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000931,서울송파초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,미설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000932,서울신가초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000933,서울신명초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000934,서울신암초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000935,서울신천초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000936,서울아주초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000937,서울영풍초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000938,서울오금초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000939,서울오륜초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000940,서울위례초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000941,서울잠동초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000942,서울잠신초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000943,서울잠실초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000944,서울잠일초등학교,2,공립,N,,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000945,서울잠전초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000946,서울중대초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000947,서울천동초등학교,2,공립,N,,미설치,적정설치,단순설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000948,서울천일초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000949,서울천호초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000950,서울토성초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000951,서울평화초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,미설치,적정설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000952,서울풍납초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000953,서울풍성초등학교,2,공립,N,,미설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,미설치,적정설치,미설치,미설치
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000954,서울한산초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,단순설치,단순설치,단순설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001004,서울가곡초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001005,서울가양초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,적정설치,적정설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001006,서울갈산초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001007,서울강서초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001008,서울강신초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001009,서울강월초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001010,서울개화초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001011,서울경인초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001012,서울계남초등학교,2,공립,N,,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001013,서울공진초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001014,서울공항초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001015,서울남명초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001016,서울내발산초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001017,서울등명초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001018,서울등서초등학교,2,공립,N,,적정설치,적정설치,적정설치,단순설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001019,서울등양초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,단순설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001020,서울등원초등학교,2,공립,N,,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001021,서울등촌초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001022,서울등현초등학교,2,공립,N,,적정설치,적정설치,적정설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치
